,No.,name,rating,location,category,startrange,endrange,price,pricerank,"ăn vặt, ăn vặt vỉa hè","đồ ăn sáng, đồ ăn sáng vỉa hè",quán cơm văn phòng,"quán cơm bình dân, cơm mang đi",đồ ăn nhanh,"cơm, phở","đồ ăn hàn quốc, nhà hàng hàn quốc","đồ ăn nhật bản, nhà hàng nhật bản",nhà hàng,pizza,nhà hàng chay,trà sữa,cafe,"bánh ngọt, bánh sinh nhật"
3066,3066,bít tết âu việt - giá việt,6.5,quận cầu giấy,nhà hàng,71000,149000,medium,2,,,,,,,,,x,,,,,
3067,3067,bánh ngọt tráng trộn - giáp nhất,9.4,quận thanh xuân,ăn vặt vỉa hè,20000,30000,cheap,1,x,,,,,,,,,,,,x,
3068,3068,royaltea - giáp nhất,6.7,quận thanh xuân,cafe tráng miệng,30000,60000,cheap,1,,,,,,,,,,,,,x,
3069,3069,khoai bao - giáp nhất,6.4,quận thanh xuân,ăn vặt vỉa hè,45000,70000,cheap,1,x,x,,,x,,,,,,,,x,
3070,3070,bánh cuốn thịt nướng - giáp nhất,8.4,quận thanh xuân,nhà hàng,20000,50000,cheap,1,,x,x,,,,,,,,,,x,
3071,3071,chè hương - chè bát phổ cổ - giáp bát,7.6,quận hoàng mai,cafe tráng miệng,15000,50000,cheap,1,,,x,,,,,,,,x,x,x,
3072,3072,yifang - taiwan fruit tea - giảng võ,7.5,quận đống đa,cafe tráng miệng,35000,55000,cheap,1,,,,,,,,,,,,x,x,
3073,3073,vua chả cá - giảng võ,8.2,quận đống đa,nhà hàng,129000,400000,medium,2,,,,,,,,,x,,,,,
3074,3074,trà sữa mixue - giảng võ,6.8,quận đống đa,cafe tráng miệng,30000,60000,cheap,1,,,x,,,,,,,,,x,x,
3075,3075,trà sữa gong cha - 貢茶 - giảng võ,7.4,quận ba đình,cafe tráng miệng,40000,80000,cheap,1,,,x,,,,,,,,,x,x,
3076,3076,trà sữa feeling tea - giảng võ,7.2,quận đống đa,cafe tráng miệng,10000,22000,cheap,1,,,x,,,,,,,,,x,x,
3077,3077,tokyo deli express - sushi - giảng võ,7.6,quận ba đình,nhà hàng,100000,300000,medium,2,,,,,,,,x,,,,,,
3078,3078,sushi kei - giảng võ,7.4,quận ba đình,nhà hàng,10000,1200000,extravagant,4,,,,,,,,x,,,,,,
3079,3079,steam box - giảng võ,7.6,quận ba đình,nhà hàng,250000,350000,medium,2,,,,,,,,,,,,,x,
3080,3080,savor - bánh mì & trà sữa - giảng võ,6.0,quận đống đa,ăn vặt vỉa hè,15000,30000,cheap,1,,x,x,x,,,,,,,,x,x,
3081,3081,royaltea vietnam by hongkong - giảng võ,6.8,quận đống đa,cafe tráng miệng,25000,65000,cheap,1,,,,,,,,,,,,,x,
3082,3082,royaltea - trà sữa hồng kông - giảng võ,5.4,quận đống đa,cafe tráng miệng,30000,60000,cheap,1,,,x,,,,,,,,,x,x,
3083,3083,royaltea - giảng võ,7.0,quận ba đình,cafe tráng miệng,30000,60000,cheap,1,,,,,,,,,,,,,x,
3084,3084,quán nem - nem cua biển & bún chả - giảng võ,6.1,quận đống đa,nhà hàng,75000,150000,medium,2,,,x,x,,x,,,x,,,,,
3085,3085,pizza home - giảng võ,6.9,quận đống đa,nhà hàng,50000,150000,medium,2,,,,,,,,,,x,,,,
3086,3086,pepperonis - giảng võ,7.6,quận ba đình,nhà hàng,130000,150000,medium,2,,,,,,,,,x,,,,,
3087,3087,paris gâteaux - giảng võ,7.3,quận ba đình,cafe tráng miệng,10000,450000,expensive,3,,,,,,,,,,,,,x,
3088,3088,pao quán - giảng võ,8.0,quận đống đa,nhà hàng,180000,250000,medium,2,,,,,,,,,x,,,,,
3089,3089,nhà hàng lẩu hơi cosmos - giảng võ,7.4,quận ba đình,nhà hàng,200000,300000,medium,2,,,,,,,,,x,,,,,
3090,3090,nhà hàng chen - lẩu & nướng không khói - giảng võ,7.4,quận đống đa,nhà hàng,100000,200000,medium,2,,,,,,,,,x,,,,,
3091,3091,ngầu coffee - giảng võ,7.2,quận đống đa,cafe tráng miệng,30000,70000,cheap,1,,,x,,,,,,,,,x,x,
3092,3092,mỹ tường viên - giảng võ,8.0,quận đống đa,nhà hàng,200000,350000,medium,2,,,,,,,,,x,,,,,
3093,3093,meat plus - no.1 korea bbq - giảng võ,7.5,quận đống đa,nhà hàng,300000,1000000,expensive,3,,,,,,,,,x,,,,,
3094,3094,măm măm steak - giảng võ,7.0,quận đống đa,nhà hàng,50000,110000,medium,2,,,,,,,,,,,,,x,
3095,3095,lemon house coffee - giảng võ,7.0,quận ba đình,cafe tráng miệng,20000,50000,cheap,1,,,x,,,,,,,,,x,x,
3096,3096,korean for teen - giảng võ,6.5,quận ba đình,nhà hàng,50000,150000,medium,2,,,,,,,,,x,,,,,
3097,3097,kombo - cơm niêu singapore - giảng võ,6.9,quận đống đa,nhà hàng,20000,110000,medium,2,,x,x,x,,,,,x,,,,,
3098,3098,koh yam - thai kitchen & dessert - giảng võ,7.2,quận đống đa,nhà hàng,30000,150000,medium,2,,,,,,,,,x,,,,,
3099,3099,khoái khẩu - giảng võ,7.0,quận ba đình,nhà hàng,50000,150000,medium,2,,,,,,,,,x,,,,,
3100,3100,kem xôi chè thái lan - giảng võ,6.7,quận ba đình,ăn vặt vỉa hè,15000,30000,cheap,1,,x,,x,,,,,,,,,x,
3101,3101,hutong - hot pot paradise - giảng võ,8.6,quận ba đình,nhà hàng,350000,500000,expensive,3,,,,,,,,,x,,,,,
3102,3102,hutong - giảng võ,7.8,quận ba đình,nhà hàng,250000,350000,medium,2,,,,,,,,,x,,,,,
3103,3103,gimbab hàn quốc - giảng võ,6.3,quận ba đình,nhà hàng,50000,200000,medium,2,x,,,,,,x,,,,,,,
3104,3104,gia đình bb - món ăn đường phố - giảng võ,7.2,quận đống đa,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
3105,3105,gia đình bb - home cook - giảng võ,6.8,quận đống đa,nhà hàng,150000,300000,medium,2,,,,,,,,,x,,,,,
3106,3106,domino's pizza - giảng võ,7.4,quận ba đình,nhà hàng,49000,199000,medium,2,,,,,,,,,,x,,,,
3107,3107,cuốn n roll restaurant - giảng võ,7.1,quận ba đình,nhà hàng,40000,468000,expensive,3,,,,,,,,,x,,,,,
3108,3108,cuốn n roll - giảng võ,7.6,quận ba đình,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
3109,3109,cơm sườn đào duy từ - giảng võ,6.9,quận ba đình,nhà hàng,30000,70000,cheap,1,,x,x,x,,,,,x,,,,,
3110,3110,chè mai tiến - giảng võ,7.7,quận ba đình,ăn vặt vỉa hè,15000,50000,cheap,1,x,x,,,x,,,,,,,,x,
3111,3111,burger king - giảng võ,6.3,quận ba đình,nhà hàng,20000,100000,cheap,1,,,,,,,,,x,,,,,
3112,3112,bún ốc sườn cô sáu - giảng võ,6.4,quận ba đình,nhà hàng,20000,50000,cheap,1,x,,x,x,,x,,,,,,,,
3113,3113,bún ốc gia truyền - giảng võ,7.6,quận ba đình,nhà hàng,25000,35000,cheap,1,x,,x,x,,x,,,,,,,,
3114,3114,botanica - giảng võ,7.6,quận ba đình,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
3115,3115,bếp thái koh yam - giảng võ,7.6,quận ba đình,nhà hàng,200000,260000,medium,2,,,,,,,,,x,,,,,
3116,3116,bangkok thai cuisine restaurant - giảng võ,7.1,quận ba đình,nhà hàng,100000,300000,medium,2,,,,,,,,,x,,,,,
3117,3117,bangkok thai cuisine - giảng võ,7.4,quận ba đình,nhà hàng,100000,200000,medium,2,,,,,,,,,x,,,,,
3118,3118,bami bread - giảng võ,7.3,quận đống đa,ăn vặt vỉa hè,15000,25000,cheap,1,x,x,,,x,,,,,,,,x,
3119,3119,spaghetti box - giang văn minh,6.9,quận ba đình,nhà hàng,15000,61000,cheap,1,,,,,x,,,,,,,,,
3120,3120,soya garden - giang văn minh,6.7,quận ba đình,cafe tráng miệng,31000,69000,cheap,1,,,x,,,,,,,,x,x,x,
3121,3121,lẩu nấm ashima - giang văn minh,7.8,quận ba đình,nhà hàng,350000,400000,medium,2,,,,,,,,,x,,,,,
3122,3122,gogi house - nướng hàn quốc - giang văn minh,6.8,quận ba đình,nhà hàng,200000,300000,medium,2,x,,,,,,,,,,,,,
3123,3123,gemini coffee - giang văn minh,6.9,quận ba đình,cafe tráng miệng,25000,50000,cheap,1,,,x,,,,,,,,,x,x,
3124,3124,galleon pub & dining - giang văn minh,7.2,quận ba đình,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
3125,3125,chaebon - kimbap ngon số 1 - giang văn minh,7.1,quận ba đình,nhà hàng,30000,100000,cheap,1,,,,,,,,,x,,,,,
3126,3126,xing cha - gia ngư,7.0,quận hoàn kiếm,cafe tráng miệng,25000,80000,cheap,1,,,x,,,,,,,,x,x,x,
3127,3127,sinh tố cô liên - gia ngư,7.7,quận hoàn kiếm,ăn vặt vỉa hè,12000,17000,cheap,1,,,x,,,,,,,,,,x,
3128,3128,phan - lẩu các món - giải phóng,7.1,quận hai bà trưng,nhà hàng,100000,250000,medium,2,,,,,,,,,x,,,,,
3129,3129,nam sơn - giải phóng,8.0,quận hoàng mai,nhà hàng,200000,350000,medium,2,,,,,,,,,x,,,,,
3130,3130,lẩu dê nhất ly - giải phóng,8.0,quận đống đa,nhà hàng,230000,350000,medium,2,,,,,,,,,x,,,,,
3131,3131,gà tươi mạnh hoạch - geleximco lê trọng tấn,6.6,quận hà đông,nhà hàng,100000,200000,medium,2,,,,,,,,,x,,,,,
3132,3132,twitter beans coffee - geleximco hoàng cầu,7.8,quận đống đa,cafe tráng miệng,28000,61000,cheap,1,,,x,,,,,,,,,x,x,
3133,3133,king dakgalbi - gà xào phomai,7.0,quận ba đình,nhà hàng,100000,600000,expensive,3,,,,,,,,,x,,,,,
3134,3134,gà thắng xoăn,6.6,quận long biên,nhà hàng,30000,100000,cheap,1,,,,,,,,,x,,,,,
3135,3135,nhà hàng chum - gà tần sâm,8.2,quận cầu giấy,nhà hàng,120000,500000,expensive,3,,,,,,,,,x,,,,,
3136,3136,quán cây si - gà tần & cháo chim,6.7,quận hoàn kiếm,nhà hàng,50000,110000,medium,2,,,,,,,,,x,,,,,
3137,3137,the firefly - gardenista,7.4,quận đống đa,cafe tráng miệng,30000,60000,cheap,1,,,x,,,,,,,,x,x,x,
3138,3138,the farmer - gardenista,7.6,quận cầu giấy,cafe tráng miệng,30000,60000,cheap,1,,,x,,,,,,,,x,x,x,
3139,3139,the ylang - gardenista coffee,7.5,quận hoàn kiếm,cafe tráng miệng,30000,200000,medium,2,,,x,,,,,,,,,x,x,
3140,3140,seoul soul - gà rán hàn quốc,3.1,quận ba đình,nhà hàng,50000,200000,medium,2,x,,,,x,,,,x,,,,,
3141,3141,cece' box - gà rán hàn quốc online,6.6,quận ba đình,delivery,35000,200000,medium,2,x,,,,x,,,,x,,,,,
3142,3142,gà rán bốp bi,9.5,quận tây hồ,ăn vặt vỉa hè,20000,100000,cheap,1,,,,,x,,,,x,,,,,
3143,3143,vons chicken - gà rán & nướng hàn quốc,7.2,quận nam từ liêm,nhà hàng,80000,400000,medium,2,x,,,,x,,,,x,,,,,
3144,3144,sinrybulgogi - gà rán & cơm trộn  hàn quốc,8.7,quận hà đông,nhà hàng,100000,300000,medium,2,x,x,x,x,x,,,,x,,,,,
3145,3145,bánh mì bắp - gà popcorn & bánh mì gà nem,8.5,quận cầu giấy,ăn vặt vỉa hè,15000,25000,cheap,1,,x,,x,,,,,x,,,,x,
3146,3146,haneul korea restaurant - gà nướng pho mai sốt haneul,7.3,quận hai bà trưng,nhà hàng,50000,395000,medium,2,,,,,,,,,x,,,,,
3147,3147,vua gà tươi mạnh hoạch - gà nướng lu,7.2,quận hà đông,nhà hàng,150000,200000,medium,2,,,,,,,,,x,,,,,
3148,3148,tre làng - gà nướng lu,7.6,quận đống đa,nhà hàng,40000,300000,medium,2,,,,,,,,,x,,,,,
3149,3149,gánh canh bún,6.8,quận hoàn kiếm,ăn vặt vỉa hè,25000,50000,cheap,1,,,x,x,,x,,,,,,,,
3150,3150,twitter beans coffee - gamuda garden,8.2,quận hoàng mai,cafe tráng miệng,25000,65000,cheap,1,,,x,,,,,,,,,x,x,
3151,3151,thiên vương - gà mẹt & gà không lối thoát,6.7,quận đống đa,nhà hàng,20000,300000,medium,2,,,,,,,,,x,,,,,
3152,3152,thiên trúc quán - gà mẹt & gà không lối thoát,6.9,quận nam từ liêm,nhà hàng,70000,200000,medium,2,,,,,,,,,x,,,,,
3153,3153,thiên sơn quán - gà mẹt & gà không lối thoát,6.6,quận cầu giấy,nhà hàng,30000,300000,medium,2,,,,,,,,,x,,,,,
3154,3154,thiên ân - gà mẹt & gà không lối thoát,7.4,quận hai bà trưng,nhà hàng,80000,300000,medium,2,,,,,,,,,x,,,,,
3155,3155,gà mẹt - gà không lối thoát – thái hà,7.0,quận đống đa,nhà hàng,80000,150000,medium,2,,,,,,,,,x,,,,,
3156,3156,gà mẹt - gà không lối thoát – nguyễn hoàng,8.0,quận nam từ liêm,nhà hàng,100000,200000,medium,2,,,,,,,,,x,,,,,
3157,3157,miss homemade - gà khô & ăn vặt,7.6,quận hai bà trưng,nhà hàng,42000,192000,medium,2,x,x,,,x,,,,x,,,,x,
3158,3158,era quán - gà chiên mắm & lẩu thái tomyum,9.9,quận hoàn kiếm,nhà hàng,10000,200000,medium,2,,,,,,,,,x,,,,,
3159,3159,"kiều hoa quán - gà cái bang, vịt hồ lô & dimsum",8.6,quận cầu giấy,nhà hàng,50000,250000,medium,2,,,,,,,,,x,,,,,
3160,3160,fun cafe,5.8,quận đống đa,cafe tráng miệng,25000,55000,cheap,1,,,x,,,,,,,,,x,x,
3161,3161,food house – thái hà,8.0,quận đống đa,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
3162,3162,béo - food & juice,7.1,quận ba đình,ăn vặt vỉa hè,20000,45000,cheap,1,x,x,,,x,,,,,,,,x,
3163,3163,bee tea - food & drinks,7.6,quận cầu giấy,nhà hàng,10000,50000,cheap,1,,,,,,,,,,,,,x,
3164,3164,salut - food & drink,6.9,quận ba đình,nhà hàng,90000,150000,medium,2,,,,,,,,,x,,,,,
3165,3165,"the muse's home - food, drink & shisha",7.5,quận hoàn kiếm,nhà hàng,25000,100000,cheap,1,,,,,,,,,x,,,,,
3166,3166,yifang - taiwan fruit tea - five star,7.2,quận nam từ liêm,cafe tráng miệng,35000,55000,cheap,1,,,,,,,,,,,,x,x,
3167,3167,dimsum & lẩu trung hoa - fenghuang – triệu việt vương,7.0,quận hai bà trưng,nhà hàng,209000,269000,medium,2,,,,,,,,,x,,,,,
3168,3168,dimsum & lẩu trung hoa - fenghuang – trần kim xuyến,7.0,quận cầu giấy,nhà hàng,209000,269000,medium,2,,,,,,,,,x,,,,,
3169,3169,saturdays kitchen hanoi - fastfood nhật bản,7.7,quận hai bà trưng,nhà hàng,100000,150000,medium,2,,,,,,,,,x,,,,,
3170,3170,valhalla grill - fast food & drink,7.5,quận hoàn kiếm,nhà hàng,30000,100000,cheap,1,,,,,,,,,x,,,,,
3171,3171,family steak house,7.2,quận ba đình,nhà hàng,35000,535000,expensive,3,,,,,,,,,,,,,x,
3172,3172,eureka coffee & fastfood,7.7,quận tây hồ,nhà hàng,40000,220000,medium,2,,,x,,,,,,,,,x,x,
3173,3173,eté resto bar & restaurant,7.3,quận ba đình,nhà hàng,100000,330000,medium,2,,,,,,,,,x,,,,,
3174,3174,papas' chicken - embassy garden ngoại giao đoàn,9.1,quận bắc từ liêm,nhà hàng,50000,150000,medium,2,,,,,,,,,x,,,,,
3175,3175,eden coffee,7.5,quận hoàn kiếm,cafe tráng miệng,30000,65000,cheap,1,,,x,,,,,,,,,x,x,
3176,3176,lẩu băng chuyền kichi-kichi - ecolife tố hữu,7.8,quận nam từ liêm,nhà hàng,230000,280000,medium,2,,,,,,,,,x,,,,,
3177,3177,twitter beans coffee - duy tân,7.5,quận cầu giấy,cafe tráng miệng,28000,61000,cheap,1,,,x,,,,,,,,,x,x,
3178,3178,the coffee house - duy tân,7.5,quận cầu giấy,cafe tráng miệng,20000,60000,cheap,1,,,x,,,,,,,,,x,x,
3179,3179,starbucks coffee - duy tân,7.3,quận cầu giấy,cafe tráng miệng,50000,100000,cheap,1,,,x,,,,,,,,,x,x,
3180,3180,phở cuốn ngũ xã - duy tân,6.3,quận cầu giấy,nhà hàng,30000,45000,cheap,1,,,,,,x,,,,,,,,
3181,3181,kombo - cơm niêu singapore - duy tân,6.4,quận cầu giấy,nhà hàng,70000,100000,cheap,1,,x,x,x,,,,,x,,,,,
3182,3182,khao lao - duy tân,7.2,quận cầu giấy,nhà hàng,10000,79000,cheap,1,,,,,,,,,x,,,,,
3183,3183,cơm thố anh nguyễn - duy tân,7.0,quận cầu giấy,nhà hàng,35000,50000,cheap,1,,x,x,x,,,,,x,,,,,
3184,3184,bún ốc sườn cô sáu - duy tân,1.2,quận cầu giấy,nhà hàng,35000,50000,cheap,1,x,,x,x,,x,,,,,,,,
3185,3185,bò ngon 555 - duy tân,7.2,quận cầu giấy,nhà hàng,150000,170000,medium,2,,,,,,,,,x,,,,,
3186,3186,bánh cuốn gia an - duy tân,4.1,quận cầu giấy,nhà hàng,30000,60000,cheap,1,,x,x,,,,,,,,,,x,
3187,3187,bami bread - duy tân,6.9,quận cầu giấy,ăn vặt vỉa hè,15000,30000,cheap,1,x,x,,,x,,,,,,,,x,
3188,3188,royaltea - dương đình nghệ,6.6,quận cầu giấy,cafe tráng miệng,35000,50000,cheap,1,,,,,,,,,,,,,x,
3189,3189,lahata restaurant - dương đình nghệ,7.6,quận cầu giấy,nhà hàng,250000,350000,medium,2,,,,,,,,,x,,,,,
3190,3190,poeme - dương văn bé,4.2,quận hai bà trưng,bánh ngọt,50000,300000,medium,2,,,,,,,,,,,,,x,x
3191,3191,papa's kitchen - đồ ăn hàn quốc - dương quảng hàm,9.6,quận cầu giấy,nhà hàng,40000,100000,cheap,1,x,,,,,,,,,,,,,
3192,3192,lẩu nấm gia khánh - dương nội,7.8,quận hà đông,nhà hàng,180000,210000,medium,2,,,,,,,,,x,,,,,
3193,3193,crepes box - fastfood & drinks - dương lâm,7.1,quận hà đông,ăn vặt vỉa hè,15000,30000,cheap,1,x,x,,,x,,,,,,,,x,
3194,3194,quẩy đùi gà - dương khuê,7.1,quận cầu giấy,ăn vặt vỉa hè,10000,30000,cheap,1,,,,,,,,,x,,,,,
3195,3195,quán kimbap - ẩm thực hàn quốc - dương khuê,6.3,quận cầu giấy,nhà hàng,10000,80000,cheap,1,x,,,,,,,,,,,,,
3196,3196,cơm thố anh nguyễn - dương khuê,7.1,quận cầu giấy,nhà hàng,20000,200000,medium,2,,x,x,x,,,,,x,,,,,
3197,3197,bánh sinh nhật thúy an - dương khuê,7.1,quận cầu giấy,bánh ngọt,50000,300000,medium,2,,,,,,,,,,,,,x,x
3198,3198,hoolong - dumpling bar,8.3,quận hai bà trưng,nhà hàng,35000,300000,medium,2,,,,,,,,,x,,,,,
3199,3199,50 dessert - dừa dầm & kem bơ,6.1,quận hai bà trưng,cafe tráng miệng,10000,30000,cheap,1,,,,,,,,,,,,,x,
3200,3200,troll brother - drink & fastfood,6.5,quận đống đa,cafe tráng miệng,20000,70000,cheap,1,,,x,,,,,,,,x,x,x,
3201,3201,drew coffee,7.2,quận đống đa,cafe tráng miệng,25000,35000,cheap,1,,,x,,,,,,,,,x,x,
3202,3202,dragon sea nhà hàng – mac plaza,8.0,quận hà đông,nhà hàng,330000,400000,medium,2,,,,,,,,,x,,,,,
3203,3203,dq grill & chill – vincom liễu giai,7.6,quận ba đình,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
3204,3204,donkin – quán cơm & lẩu nhật bản – dương khuê,7.6,quận nam từ liêm,nhà hàng,50000,150000,medium,2,,x,x,x,,,,,x,,,,,
3205,3205,bánh đa trộn - dốc thọ lão,7.2,quận hai bà trưng,nhà hàng,15000,25000,cheap,1,x,,,,,,,,,,,,x,
3206,3206,bánh đa cua - dốc tam đa,5.8,quận ba đình,ăn vặt vỉa hè,25000,40000,cheap,1,x,,,,,,,,x,,,,x,
3207,3207,trà sữa kai tea - doãn kế thiện,7.4,quận cầu giấy,cafe tráng miệng,20000,60000,cheap,1,,,x,,,,,,,,,x,x,
3208,3208,korea house - đồ ăn hàn quốc - doãn kế thiện,5.1,quận cầu giấy,nhà hàng,30000,200000,medium,2,x,,,,,,,,,,,,,
3209,3209,bếp kay - cơm văn phòng online - doãn kế thiện,1.0,quận cầu giấy,delivery,30000,35000,cheap,1,,x,x,x,,,,,x,,,,,
3210,3210,yifang - taiwan fruit tea - discovery complex,8.6,quận cầu giấy,cafe tráng miệng,35000,55000,cheap,1,,,,,,,,,,,,x,x,
3211,3211,gyu-kaku japanese bbq - discovery complex,6.2,quận cầu giấy,nhà hàng,100000,500000,expensive,3,,,,,,,,,x,,,,,
3212,3212,dingdoong bbq & hot pot,6.2,quận đống đa,nhà hàng,80000,500000,expensive,3,,,,,,,,,x,,,,,
3213,3213,hoa long restaurant - dim sum,6.8,quận hai bà trưng,nhà hàng,100000,1500000,extravagant,4,,,,,,,,,x,,,,,
3214,3214,minh ký - dimsum & noodles,7.2,quận hoàn kiếm,nhà hàng,100000,300000,medium,2,,,,,,,,,x,,,,,
3215,3215,dimsum & lẩu trung hoa – fenghuang – linh đàm,7.0,quận hoàng mai,nhà hàng,209000,269000,medium,2,,,,,,,,,x,,,,,
3216,3216,yummi yummi - dimsum & bánh bao bán online,7.1,quận đống đa,delivery,50000,500000,expensive,3,,x,,,,,,,,,,,x,
3217,3217,thắng vẹo - cháo lòng ngon - dịch vọng,7.1,quận cầu giấy,nhà hàng,10000,200000,medium,2,,,,,,,,,x,,,,,
3218,3218,shogun - japanese street bbq - dịch vọng hậu,8.0,quận cầu giấy,nhà hàng,30000,300000,medium,2,,,,,,,,,x,,,,,
3219,3219,nhà hàng phương nam - món ngon miền nam - dịch vọng hậu,8.1,quận cầu giấy,nhà hàng,100000,280000,medium,2,,,,,,,,,x,,,,,
3220,3220,lẩu đức trọc - dịch vọng hậu,4.7,quận cầu giấy,nhà hàng,45000,1550000,extravagant,4,,,,,,,,,x,,,,,
3221,3221,lẩu wang - vua nhà hàng lẩu - dịch vọng hậu,7.8,quận cầu giấy,nhà hàng,99000,300000,medium,2,,,,,,,,,x,,,,,
3222,3222,habit bbq - dịch vọng hậu,8.0,quận cầu giấy,nhà hàng,150000,330000,medium,2,,,,,,,,,x,,,,,
3223,3223,daruma - quán ăn nhật bản - dịch vọng hậu,10.0,quận cầu giấy,nhà hàng,50000,250000,medium,2,,,,,,,,,x,,,,,
3224,3224,cơm tấm tường hân - dịch vọng hậu,7.6,quận cầu giấy,nhà hàng,55000,70000,cheap,1,,x,x,x,,,,,x,,,,,
3225,3225,deliverynow hà nội,6.7,quận đống đa,ăn vặt vỉa hè,100000,500000,expensive,3,x,x,,,x,,,,,,,,x,
3226,3226,deli 4b bbq & hotpot – võ thị sáu,7.0,quận hai bà trưng,nhà hàng,150000,180000,medium,2,,,,,,,,,x,,,,,
3227,3227,de joli coffee,7.0,quận hai bà trưng,cafe tráng miệng,25000,50000,cheap,1,,,x,,,,,,,,,x,x,
3228,3228,de.tầm cafe,8.0,quận ba đình,cafe tráng miệng,50000,70000,cheap,1,,,x,,,,,,,,,x,x,
3229,3229,the b - original taste - dã tượng,7.7,quận hoàn kiếm,nhà hàng,30000,50000,cheap,1,,,,,,,,,x,,,,,
3230,3230,daruma – vincom nguyễn chí thanh,7.8,quận đống đa,nhà hàng,250000,400000,medium,2,,,,,,,,,x,,,,,
3231,3231,daruma – mipec tower,7.8,quận đống đa,nhà hàng,250000,400000,medium,2,,,,,,,,,x,,,,,
3232,3232,daluva restaurant bar – tô ngọc vân,7.0,quận tây hồ,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
3233,3233,cuốn n roll hoàng đạo thuý,7.6,quận thanh xuân,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
3234,3234,bếp kay - cơm văn phòng online - cự lộc,1.6,quận thanh xuân,delivery,30000,30000,cheap,1,,x,x,x,,,,,x,,,,,
3235,3235,culaccino cafe,7.8,quận đống đa,cafe tráng miệng,20000,45000,cheap,1,,,x,,,,,,,,,x,x,
3236,3236,đông môn bistro (gộc quán 6b đường thành cũ) - cửa đông,8.0,quận hoàn kiếm,nhà hàng,200000,250000,medium,2,,,,,,,,,x,,,,,
3237,3237,bún chả nem - cửa đông,6.6,quận hoàn kiếm,nhà hàng,20000,30000,cheap,1,,,x,x,,x,,,,,,,,
3238,3238,cửa hàng ăn uống mậu dịch số 37,7.1,quận ba đình,nhà hàng,50000,150000,medium,2,,,,,,,,,x,,,,,
3239,3239,trà sữa tocotoco - cửa bắc,6.8,quận ba đình,cafe tráng miệng,20000,40000,cheap,1,,,x,,,,,,,,,x,x,
3240,3240,trà sữa shun cha - cửa bắc,7.3,quận ba đình,cafe tráng miệng,28000,50000,cheap,1,,,x,,,,,,,,,x,x,
3241,3241,ốc chị lệ - cửa bắc,6.4,quận ba đình,nhà hàng,15000,50000,cheap,1,x,,,,,,,,,,,,,
3242,3242,nhà hàng 1946 - cửa bắc,7.5,quận ba đình,nhà hàng,50000,110000,medium,2,,,,,,,,,x,,,,,
3243,3243,mì vằn thắn duy anh - cửa bắc,7.1,quận ba đình,nhà hàng,30000,50000,cheap,1,,x,,x,,,,,,,,,,
3244,3244,chè bobochacha - cửa bắc,6.1,quận ba đình,nhà hàng,10000,30000,cheap,1,,,,,,,,,x,,,,,
3245,3245,bún bò huế o uông - cửa bắc,7.1,quận ba đình,nhà hàng,20000,55000,cheap,1,,,x,x,,x,,,x,,,,,
3246,3246,cowboy jack’s saloon – vincom nguyễn chí thanh,7.6,quận đống đa,nhà hàng,200000,250000,medium,2,,,,,,,,,x,,,,,
3247,3247,cowboy jack’s saloon – hoàng đạo thúy,7.6,quận thanh xuân,nhà hàng,200000,250000,medium,2,,,,,,,,,x,,,,,
3248,3248,cowboy jack’s american dining – tràng thi,7.6,quận hoàn kiếm,nhà hàng,200000,250000,medium,2,,,x,,,,,,,,,,x,
3249,3249,lotteria - coop mart hà đông,6.6,quận hà đông,nhà hàng,30000,88000,cheap,1,,,,,,,,,x,,,,,
3250,3250,bánh ngọt emoji - bông lan trứng muối & đồ uống online - cổ nhuế,8.2,quận bắc từ liêm,delivery,15000,1500000,extravagant,4,x,,x,,,x,,,x,x,x,,x,x
3251,3251,royaltea - trà sữa hồng kông - cổ nhuế,8.7,quận bắc từ liêm,cafe tráng miệng,35000,40000,cheap,1,,,x,,,,,,,,,x,x,
3252,3252,nhà hàng cô lô nhuê - lẩu hải sản 2 ngăn - cổ nhuế 2,7.0,quận bắc từ liêm,nhà hàng,120000,220000,medium,2,,,,,,,,,x,,,,,
3253,3253,the fat pig - con heo béo,7.7,quận tây hồ,nhà hàng,50000,160000,medium,2,,,,,,,,,x,,,,,
3254,3254,cơm đảo bếp nàng sen,8.2,quận ba đình,nhà hàng,30000,45000,cheap,1,,x,x,x,,,,,x,,,,,
3255,3255,"bếp của mẹ - cơm vuông, phở tròn & lẩu nướng",7.0,quận đống đa,nhà hàng,25000,70000,cheap,1,,x,x,x,,x,,,x,,,,,
3256,3256,bếp 198x - chả cá lã vọng online - cốm vòng,7.1,quận cầu giấy,delivery,30000,100000,cheap,1,,,,,,,,,x,,,,,
3257,3257,chú long kim liên - cơm việt hàn & ăn vặt các loại,6.9,quận đống đa,ăn vặt vỉa hè,10000,30000,cheap,1,x,x,x,x,x,,,,x,,,,x,
